Employee_ID,Gender,Age,Marital_Status,City,Department,Job_Role,Education,Experience_Years,Employment_Type,Joining_Date,Last_Working_Date,Tenure_Years,Salary,Performance_Rating,Performance_Improvement_Plan,Num_Trainings,Leave_Count,Manager_ID,Attrition
E100684,Male,30,Single,Chennai,Operations,Operations Manager,Bachelors,4.7,Full-time,2020-02-07,,5.72,48516,2,No,3,8,E100892,No
E100685,Male,34,Married,Chennai,HR,Recruiter,MBA,5.8,Full-time,2015-03-10,,10.64,41766,3,No,3,7,,No
E100686,Male,31,Single,Pune,Operations,Operations Manager,Bachelors,9.8,Full-time,2019-10-24,,6.01,51995,4,No,0,8,E101123,No
E100687,Female,42,Single,Hyderabad,HR,HR Manager,Masters,15.8,Full-time,2023-02-06,,2.72,64599,3,No,3,3,E102718,No
E100688,Female,21,Single,Bengaluru,HR,HR Executive,Bachelors,1.0,Full-time,2010-06-14,2014-04-23,3.86,34695,2,No,1,6,,Yes
E100689,Female,40,Single,Mumbai,Marketing,Digital Marketing Executive,Bachelors,3.8,Full-time,2020-02-22,,5.68,47343,3,No,0,4,E101940,No
E100690,Male,39,Single,Hyderabad,IT,Junior Developer,Bachelors,3.9,Full-time,2013-03-18,,12.61,41169,3,Yes,1,9,E103631,No
E100691,Female,33,Single,Ahmedabad,Operations,Operations Manager,Masters,7.3,Full-time,2020-04-20,,5.52,48552,2,No,2,4,E101236,No
E100692,Male,42,Married,Bengaluru,R&D,Scientist,Bachelors,3.5,Full-time,2016-05-04,,9.48,38079,3,No,2,3,E100575,No
E100693,Male,24,Married,Bengaluru,Marketing,Digital Marketing Executive,Bachelors,3.5,Contract,2011-12-07,,13.89,34453,2,No,1,6,E103754,No
E100694,Male,30,Single,Bengaluru,IT,Data Analyst,High School,8.6,Full-time,2012-08-07,,13.22,54220,5,No,2,5,E102602,No
E100695,Male,29,Single,Bengaluru,Sales,Sales Representative,Bachelors,2.6,Full-time,2008-07-23,2017-10-18,9.24,39984,4,No,3,7,,Yes
E100696,Female,34,Married,Pune,R&D,Research Analyst,MBA,11.2,Full-time,2014-07-02,2025-07-15,11.04,62883,4,No,3,7,E100245,Yes
E100697,Female,32,Married,Delhi,IT,DevOps Engineer,MBA,8.6,Full-time,2011-02-16,,14.7,53651,4,No,2,9,E101857,No
E100698,Male,21,Single,Pune,HR,HR Manager,Bachelors,0.0,Full-time,2022-05-20,,3.44,27435,3,Yes,2,1,E102577,No
E100699,Male,37,Single,Chennai,Finance,Finance Manager,Masters,13.0,Full-time,2017-12-28,,7.83,59559,4,No,3,6,E103348,No
E100700,Male,34,Married,Mumbai,HR,Recruiter,Bachelors,5.3,Full-time,2011-04-26,2021-01-26,9.75,46956,1,No,1,5,E102576,Yes
E100701,Male,31,Married,Ahmedabad,Operations,Operations Manager,Bachelors,5.6,Full-time,2024-04-28,,1.5,57831,4,No,2,4,E104438,No
E100702,Other,25,Married,Kolkata,R&D,Product Analyst,Masters,1.1,Full-time,2021-03-03,,4.65,44088,4,No,3,6,E104443,No
E100703,Male,35,Single,Pune,HR,HR Executive,Bachelors,11.9,Full-time,2024-12-16,,0.87,57136,3,No,2,6,E104103,No
E100704,Male,38,Single,Bengaluru,Customer Support,Support Agent,Bachelors,11.6,Full-time,2024-12-08,,0.89,51409,4,No,3,5,E101564,No
E100705,Male,34,Married,Mumbai,IT,Data Analyst,Bachelors,10.3,Full-time,2021-02-15,,4.7,51652,2,No,2,8,E101987,No
E100706,Female,21,Single,Mumbai,Marketing,Brand Manager,Bachelors,0.2,Full-time,2022-05-14,,3.46,32652,3,No,1,7,E102001,No
E100707,Female,27,Married,Ahmedabad,R&D,Research Analyst,Masters,6.2,Full-time,2008-08-21,,17.19,45538,3,No,1,10,E100170,No
E100708,Male,42,Single,Pune,HR,HR Manager,MBA,17.9,Full-time,2013-10-13,,12.04,62883,4,No,2,5,E100349,No
E100709,Female,41,Married,Mumbai,R&D,Product Analyst,Bachelors,4.4,Full-time,2009-04-24,,16.51,46299,3,No,2,2,E101514,No
E100710,Male,29,Single,Mumbai,IT,Senior Developer,Masters,5.7,Full-time,2015-12-26,,9.84,44402,4,No,2,6,E100933,No
E100711,Male,40,Married,Chennai,Sales,Sales Manager,Bachelors,10.6,Full-time,2010-02-13,,15.7,47656,3,No,1,7,E101535,No
E100712,Male,35,Single,Hyderabad,IT,DevOps Engineer,Bachelors,6.6,Full-time,2016-02-17,,9.69,39574,3,No,3,5,E104760,No
E100713,Female,26,Single,Hyderabad,HR,Recruiter,Masters,2.2,Full-time,2015-08-19,2017-08-15,1.99,39914,2,No,4,4,E104625,Yes
E100714,Male,29,Single,Delhi,HR,HR Executive,Bachelors,3.7,Full-time,2010-08-12,,15.21,42336,2,No,2,2,E103186,No
E100715,Male,27,Married,Ahmedabad,IT,Software Engineer,Bachelors,0.8,Full-time,2025-02-15,,0.7,39387,4,No,2,1,E103421,No
E100716,Female,34,Single,Chennai,Operations,Operations Executive,High School,5.4,Full-time,2023-06-07,,2.39,43466,2,No,1,2,E104839,No
E100717,Male,34,Single,Delhi,Finance,Accountant,Bachelors,5.8,Full-time,2024-12-26,,0.84,32034,4,No,5,6,E103145,No
E100718,Male,27,Single,Mumbai,Customer Support,Support Agent,High School,5.1,Full-time,2008-12-20,,16.85,30946,4,No,1,8,,No
E100719,Female,30,Single,Chennai,HR,HR Manager,Masters,8.5,Full-time,2023-01-15,,2.78,54173,3,No,0,8,,No
E100720,Male,33,Single,Pune,Operations,Operations Executive,Masters,7.6,Contract,2025-07-06,,0.31,51702,3,No,3,7,E101236,No
E100721,Female,25,Single,Mumbai,Finance,Finance Manager,High School,4.2,Full-time,2014-04-27,,11.5,38973,3,No,3,7,E103068,No
E100722,Male,31,Single,Ahmedabad,IT,DevOps Engineer,Masters,3.4,Contract,2017-11-10,2025-07-29,7.72,40989,4,No,2,5,E104869,Yes
E100723,Female,21,Single,Chennai,HR,HR Executive,PhD,0.0,Full-time,2015-01-18,,10.78,31222,4,No,3,6,E100182,No
E100724,Male,34,Single,Hyderabad,HR,HR Manager,Bachelors,4.3,Full-time,2015-05-11,2021-01-21,5.7,40482,3,Yes,5,7,E103598,Yes
E100725,Male,30,Single,Ahmedabad,HR,HR Manager,Bachelors,6.6,Full-time,2017-08-06,,8.23,44121,3,No,2,5,,No
E100726,Female,39,Single,Pune,Finance,Financial Analyst,Masters,5.8,Contract,2019-01-10,,6.8,40474,4,No,1,7,E102683,No
E100727,Male,22,Single,Bengaluru,HR,HR Manager,Masters,2.0,Full-time,2010-04-13,2014-03-25,3.95,44218,4,No,1,9,E100013,Yes
E100728,Female,22,Single,Kolkata,HR,HR Manager,Bachelors,0.5,Full-time,2024-04-06,,1.56,34363,4,No,2,4,E102576,No
E100729,Female,29,Single,Kolkata,R&D,Scientist,Masters,7.7,Full-time,2017-01-26,2022-09-01,5.6,54332,4,No,1,4,E103793,Yes
E100730,Female,41,Single,Ahmedabad,Marketing,Digital Marketing Executive,Bachelors,14.8,Full-time,2008-08-31,,17.16,68992,3,No,1,9,,No
E100731,Male,21,Single,Bengaluru,HR,Recruiter,High School,0.0,Full-time,2011-06-05,,14.4,33316,1,No,3,10,E101574,No
E100732,Female,39,Married,Ahmedabad,Marketing,Content Specialist,Masters,10.0,Full-time,2022-11-06,,2.98,48216,3,No,2,4,E102736,No
E100733,Male,37,Married,Mumbai,R&D,Scientist,Bachelors,12.6,Full-time,2017-08-26,,8.17,60019,3,Yes,4,6,E102551,No
E100734,Male,32,Single,Mumbai,HR,HR Manager,Masters,11.5,Full-time,2025-06-24,,0.34,53711,3,No,4,4,E100719,No
E100735,Male,30,Single,Kolkata,Marketing,Content Specialist,Bachelors,6.8,Full-time,2023-02-20,,2.69,44915,3,No,1,3,E101075,No
E100736,Female,21,Single,Bengaluru,R&D,Product Analyst,Bachelors,0.4,Full-time,2019-02-04,,6.73,39692,3,No,4,9,E100790,No
E100737,Female,30,Single,Mumbai,Customer Support,Support Lead,Bachelors,5.9,Full-time,2024-08-22,,1.18,37809,4,No,1,12,E100800,No
E100738,Male,35,Single,Pune,Sales,Sales Representative,High School,12.4,Full-time,2013-06-23,,12.35,53154,3,Yes,1,5,E102785,No
E100739,Female,21,Married,Delhi,Finance,Financial Analyst,Bachelors,0.6,Contract,2011-10-22,,14.02,33988,4,No,0,8,E101601,No
E100740,Male,26,Single,Kolkata,Sales,Sales Representative,Bachelors,3.6,Full-time,2021-03-09,2021-06-22,0.29,33437,3,No,4,5,E104378,Yes
E100741,Female,25,Single,Ahmedabad,Operations,Operations Manager,Bachelors,4.1,Full-time,2015-07-15,,10.29,39276,3,No,3,4,E101520,No
E100742,Female,28,Single,Hyderabad,R&D,Product Analyst,Masters,2.8,Full-time,2019-02-23,2020-02-26,1.01,30983,2,No,4,6,E101352,Yes
E100743,Male,29,Married,Chennai,Finance,Accountant,Bachelors,4.7,Full-time,2024-02-05,,1.73,46974,3,No,1,9,E102683,No
E100744,Male,23,Single,Ahmedabad,HR,Recruiter,High School,2.5,Full-time,2009-09-20,,16.1,35869,3,No,2,8,E103696,No
E100745,Female,33,Single,Chennai,Marketing,Content Specialist,Bachelors,11.2,Full-time,2019-07-23,,6.27,62094,2,No,1,6,E100553,No
E100746,Female,29,Single,Bengaluru,R&D,Product Analyst,Bachelors,2.9,Full-time,2024-08-24,,1.18,40004,3,No,1,9,,No
E100747,Female,31,Married,Kolkata,R&D,Scientist,Bachelors,5.0,Full-time,2009-05-05,,16.48,48450,4,No,2,4,E101133,No
E100748,Male,33,Married,Hyderabad,Finance,Accountant,Bachelors,10.2,Full-time,2009-06-11,,16.38,55836,3,No,3,5,E100201,No
E100749,Male,32,Single,Chennai,Finance,Accountant,Bachelors,6.7,Full-time,2012-04-21,,13.52,39791,2,Yes,5,4,E100276,No
E100750,Female,30,Single,Kolkata,Sales,Sales Executive,Bachelors,4.9,Full-time,2012-07-12,,13.3,41927,1,No,2,4,E103853,No
E100751,Male,27,Married,Bengaluru,IT,Senior Developer,Bachelors,4.8,Full-time,2024-03-15,,1.62,41417,5,Yes,4,3,E102801,No
E100752,Male,35,Married,Hyderabad,R&D,Research Analyst,Masters,7.2,Full-time,2017-02-16,2021-05-14,4.24,48268,4,No,0,3,E102189,Yes
E100753,Female,22,Single,Delhi,HR,HR Manager,Masters,1.0,Full-time,2010-09-15,,15.12,36494,5,No,0,5,E103858,No
E100754,Female,35,Single,Pune,Marketing,Brand Manager,Bachelors,7.5,Full-time,2016-09-29,2025-04-20,8.56,42102,2,No,3,10,E101042,Yes
E100755,Male,21,Single,Hyderabad,Finance,Accountant,Bachelors,1.0,Full-time,2021-03-22,,4.6,38451,2,No,0,7,E100201,No
E100756,Male,26,Single,Kolkata,Sales,Sales Manager,Masters,3.7,Full-time,2014-03-25,,11.59,43136,1,No,1,5,E103042,No
E100757,Male,34,Married,Mumbai,IT,Senior Developer,Bachelors,7.8,Full-time,2009-03-23,,16.6,55024,2,No,0,12,,No
E100758,Female,40,Married,Pune,Finance,Accountant,Bachelors,2.7,Contract,2019-12-30,,5.83,35660,3,No,3,9,,No
E100759,Male,38,Single,Hyderabad,Finance,Accountant,MBA,8.9,Full-time,2024-12-20,,0.85,57681,3,No,0,7,E100760,No
E100760,Male,40,Married,Pune,Finance,Accountant,Masters,12.2,Contract,2017-02-10,,8.71,53293,3,No,4,8,,No
E100761,Female,37,Married,Ahmedabad,Sales,Sales Manager,Masters,9.1,Contract,2015-06-18,2023-09-02,8.21,49030,2,No,0,5,E103290,Yes
E100762,Female,38,Single,Pune,Customer Support,Support Agent,Masters,18.0,Full-time,2020-04-13,,5.54,67815,5,No,1,4,E101564,No
E100763,Female,36,Married,Bengaluru,Operations,Operations Manager,Masters,14.5,Full-time,2011-01-19,2011-04-14,0.23,56897,2,No,4,4,E104578,Yes
E100764,Female,31,Single,Bengaluru,Customer Support,Support Agent,Bachelors,4.4,Full-time,2025-03-20,,0.61,39140,4,No,2,9,,No
E100765,Female,39,Married,Ahmedabad,IT,DevOps Engineer,Masters,8.0,Full-time,2011-11-22,,13.93,47599,3,No,4,3,E101857,No
E100766,Male,29,Married,Kolkata,Operations,Operations Manager,Bachelors,1.9,Full-time,2013-01-12,,12.79,33260,3,No,2,1,E101520,No
E100767,Female,29,Married,Delhi,Sales,Sales Executive,Bachelors,3.0,Full-time,2023-09-23,,2.1,39150,5,No,1,7,E104053,No
E100768,Male,39,Married,Delhi,IT,Software Engineer,Bachelors,16.8,Full-time,2020-09-20,,5.1,69012,3,No,1,6,E103351,No
E100769,Female,21,Married,Ahmedabad,HR,HR Executive,Bachelors,1.0,Contract,2013-01-12,,12.79,28293,3,No,3,6,E101792,No
E100770,Female,33,Single,Ahmedabad,Finance,Financial Analyst,Masters,10.7,Full-time,2012-08-19,2017-08-18,5.0,49491,2,No,5,4,E103439,Yes
E100771,Female,31,Single,Bengaluru,Marketing,Content Specialist,Bachelors,2.7,Full-time,2013-04-13,,12.54,37095,4,No,1,5,E103028,No
E100772,Male,30,Single,Mumbai,R&D,Research Analyst,Masters,7.8,Full-time,2023-07-18,,2.28,50953,3,No,6,7,E101565,No
E100773,Female,29,Single,Hyderabad,Customer Support,Support Agent,Masters,5.1,Full-time,2009-03-02,,16.66,43342,2,No,0,8,E103135,No
E100774,Male,33,Single,Mumbai,Operations,Operations Executive,Bachelors,7.8,Full-time,2016-07-17,,9.28,48009,2,No,3,1,E101926,No
E100775,Female,32,Single,Mumbai,Marketing,Brand Manager,Bachelors,7.1,Contract,2019-04-19,,6.53,39503,3,No,3,9,E100730,No
E100776,Female,41,Single,Kolkata,R&D,Scientist,Bachelors,17.8,Full-time,2008-12-27,,16.84,66220,2,Yes,1,2,E102688,No
E100777,Female,34,Single,Kolkata,IT,Junior Developer,Masters,8.2,Full-time,2021-09-30,2023-05-23,1.64,52435,2,No,1,9,E102801,Yes
E100778,Female,40,Single,Bengaluru,Operations,Operations Manager,Bachelors,12.0,Contract,2022-04-12,2024-11-28,2.63,59702,2,No,1,5,E101399,Yes
E100779,Male,37,Single,Hyderabad,Sales,Sales Executive,Bachelors,11.9,Full-time,2010-08-08,,15.22,50543,2,No,1,7,E103094,No
E100780,Male,33,Single,Ahmedabad,R&D,Research Analyst,PhD,6.8,Full-time,2011-04-27,,14.51,44235,2,No,1,5,E102551,No
E100781,Male,37,Married,Bengaluru,HR,HR Manager,Masters,10.5,Full-time,2020-08-19,,5.19,55813,1,No,2,10,E102182,No
E100782,Other,32,Single,Bengaluru,Finance,Finance Manager,High School,3.6,Full-time,2025-03-25,,0.59,43230,2,Yes,2,3,E103346,No
E100783,Male,30,Single,Delhi,R&D,Product Analyst,Bachelors,6.9,Full-time,2010-05-18,,15.45,55508,3,No,2,7,E100245,No
E100784,Male,22,Single,Ahmedabad,Operations,Operations Executive,Bachelors,1.6,Full-time,2021-04-29,,4.5,37110,4,No,1,6,E101684,No
E100785,Female,36,Married,Pune,Sales,Sales Manager,Masters,8.1,Contract,2020-10-06,,5.06,43907,4,No,0,4,E104053,No
E100786,Female,25,Married,Mumbai,IT,Data Analyst,Masters,2.0,Full-time,2021-07-04,,4.32,37178,3,No,3,5,E103485,No
E100787,Male,29,Single,Kolkata,Customer Support,Support Agent,Bachelors,6.5,Contract,2011-08-27,,14.17,41324,3,No,1,4,E102776,No
E100788,Male,41,Single,Delhi,Customer Support,Support Lead,Masters,13.9,Full-time,2024-07-03,,1.32,57387,3,No,0,8,E100448,No
E100789,Female,32,Single,Pune,Marketing,Content Specialist,Bachelors,3.5,Full-time,2016-09-14,,9.12,37720,4,No,3,4,E101549,No
E100790,Female,24,Married,Pune,R&D,Scientist,Bachelors,2.8,Full-time,2017-07-21,2018-10-04,1.2,43777,2,No,0,6,,Yes
E100791,Male,35,Married,Bengaluru,Sales,Sales Representative,Bachelors,8.6,Full-time,2022-07-08,,3.31,44368,2,No,0,8,E101535,No
E100792,Male,38,Single,Hyderabad,HR,HR Manager,High School,17.2,Full-time,2014-09-26,,11.09,67273,4,No,2,6,E104103,No
E100793,Male,31,Single,Mumbai,Finance,Finance Manager,Bachelors,6.7,Full-time,2017-04-06,2018-06-27,1.22,47366,2,No,1,7,,Yes
E100794,Female,35,Married,Delhi,R&D,Product Analyst,Masters,6.3,Full-time,2024-08-10,,1.22,48839,3,Yes,3,1,E104222,No
E100795,Female,42,Married,Kolkata,R&D,Research Analyst,Masters,1.9,Full-time,2021-03-03,,4.65,32974,3,No,2,7,E101157,No
E100796,Male,34,Single,Bengaluru,R&D,Product Analyst,Masters,7.5,Full-time,2021-07-19,,4.28,48406,3,Yes,0,7,E103505,No
E100797,Male,32,Single,Delhi,Marketing,Content Specialist,Bachelors,9.6,Full-time,2018-04-27,,7.5,50914,5,No,0,6,E101767,No
E100798,Male,42,Married,Kolkata,Customer Support,Support Lead,Masters,8.2,Full-time,2011-01-11,2011-07-03,0.47,40349,1,Yes,1,6,E103456,Yes
E100799,Female,40,Single,Mumbai,Finance,Financial Analyst,Masters,13.0,Full-time,2022-07-28,2024-02-03,1.52,61648,2,No,3,4,E103439,Yes
E100800,Male,28,Single,Kolkata,Customer Support,Support Agent,Masters,5.0,Full-time,2011-06-02,,14.41,42788,2,Yes,3,7,,No
E100801,Male,43,Single,Chennai,R&D,Scientist,Masters,5.2,Full-time,2016-10-14,,9.04,46843,5,No,3,7,E102189,No
E100802,Male,35,Married,Kolkata,Sales,Sales Manager,Bachelors,7.0,Full-time,2021-05-13,2025-08-17,4.26,36092,3,No,0,4,E101051,Yes
E100803,Male,37,Single,Ahmedabad,Marketing,Digital Marketing Executive,Bachelors,14.4,Full-time,2008-06-04,2018-01-20,9.63,61166,2,Yes,0,11,E101075,Yes
E100804,Male,22,Single,Ahmedabad,Operations,Logistics Coordinator,Masters,1.0,Full-time,2022-06-29,,3.33,38985,3,No,3,5,E104888,No
E100805,Female,37,Single,Chennai,Operations,Operations Manager,High School,12.2,Full-time,2019-05-21,,6.44,62071,3,No,1,8,,No
E100806,Female,36,Single,Ahmedabad,Finance,Finance Manager,Bachelors,15.6,Full-time,2023-12-15,,1.87,62444,2,No,2,9,E103439,No
E100807,Female,21,Married,Ahmedabad,Customer Support,Support Lead,Masters,0.0,Full-time,2021-12-12,,3.88,24567,3,No,5,5,E100281,No
E100808,Female,28,Single,Bengaluru,Finance,Accountant,High School,6.1,Full-time,2010-04-06,2019-10-03,9.49,44341,1,No,2,2,E101601,Yes
E100809,Male,34,Married,Pune,R&D,Scientist,Bachelors,0.0,Contract,2011-07-23,,14.27,36664,2,No,0,4,E104222,No
E100810,Male,30,Single,Chennai,IT,DevOps Engineer,High School,4.0,Full-time,2013-10-13,,12.04,41272,2,No,1,8,E102398,No
E100811,Female,33,Married,Bengaluru,Operations,Operations Manager,Masters,7.5,Full-time,2021-07-21,,4.27,42834,3,No,3,7,E100099,No
E100812,Male,41,Married,Delhi,HR,Recruiter,MBA,13.2,Full-time,2021-09-03,,4.15,54275,3,No,4,6,E101730,No
E100813,Male,33,Married,Chennai,HR,Recruiter,Bachelors,12.3,Full-time,2014-07-21,,11.27,52536,3,No,0,8,E104293,No
E100814,Male,38,Single,Pune,R&D,Product Analyst,Masters,10.7,Full-time,2012-07-11,,13.3,56061,4,No,0,13,E104222,No
E100815,Female,32,Single,Ahmedabad,R&D,Scientist,High School,5.1,Full-time,2009-11-29,2016-01-16,6.13,44956,3,No,3,10,E100872,Yes
E100816,Female,28,Married,Bengaluru,Operations,Logistics Coordinator,Bachelors,3.2,Full-time,2025-08-27,,0.17,44221,2,No,0,6,E104839,No
E100817,Female,34,Married,Ahmedabad,Finance,Financial Analyst,Bachelors,12.1,Full-time,2023-04-20,2024-06-23,1.18,54632,1,No,5,3,E102672,Yes
E100818,Male,41,Single,Delhi,Sales,Sales Manager,High School,9.9,Full-time,2025-04-28,,0.5,44470,4,No,3,3,E103853,No
E100819,Male,27,Married,Bengaluru,IT,Junior Developer,Masters,5.2,Full-time,2022-03-02,,3.66,41770,3,Yes,4,4,E104044,No
E100820,Male,35,Married,Hyderabad,Marketing,Brand Manager,Masters,8.4,Full-time,2015-09-20,,10.11,51854,3,No,1,4,E101356,No
E100821,Female,29,Single,Kolkata,Sales,Sales Manager,Bachelors,4.5,Full-time,2020-03-17,2023-11-15,3.66,46875,4,No,1,11,E104132,Yes
E100822,Male,28,Married,Chennai,R&D,Product Analyst,Masters,3.8,Full-time,2020-01-20,,5.77,40195,2,Yes,1,3,E104134,No
E100823,Female,38,Single,Hyderabad,Operations,Operations Manager,Masters,12.8,Full-time,2015-01-01,,10.82,67229,2,No,4,8,E102933,No
E100824,Male,37,Single,Hyderabad,Operations,Logistics Coordinator,High School,7.4,Full-time,2024-04-17,2025-01-18,0.76,45221,2,No,3,13,,Yes
E100825,Male,43,Single,Pune,HR,Recruiter,Bachelors,12.9,Full-time,2010-10-18,2021-01-09,10.23,58600,3,No,2,5,E101972,Yes
E100826,Female,29,Single,Chennai,Marketing,Content Specialist,Bachelors,0.9,Contract,2025-08-07,,0.22,31194,2,No,1,8,E100730,No
E100827,Male,36,Married,Chennai,IT,Junior Developer,Bachelors,16.0,Full-time,2010-03-13,2013-08-24,3.45,68999,1,No,2,2,E103351,Yes
E100828,Male,42,Single,Ahmedabad,Customer Support,Support Lead,High School,16.3,Contract,2023-03-07,,2.64,63028,2,Yes,1,4,E102776,No
E100829,Female,27,Married,Ahmedabad,Customer Support,Support Lead,Bachelors,1.6,Full-time,2024-05-30,,1.41,31543,3,No,3,1,E104641,No
E100830,Male,30,Married,Bengaluru,Customer Support,Support Agent,Bachelors,5.6,Full-time,2019-11-13,,5.96,48596,4,No,1,3,E104341,No
E100831,Male,33,Married,Pune,HR,Recruiter,Bachelors,13.0,Full-time,2017-03-01,2018-07-25,1.4,49991,2,Yes,2,5,E101972,Yes
E100832,Female,32,Single,Pune,HR,HR Manager,High School,3.1,Full-time,2014-08-05,,11.23,36441,4,No,5,7,E102576,No
E100833,Female,39,Married,Mumbai,R&D,Research Analyst,Bachelors,12.4,Full-time,2014-05-11,,11.47,64219,3,No,2,5,E101565,No
E100834,Female,38,Single,Pune,Finance,Financial Analyst,Bachelors,5.2,Full-time,2018-10-16,2025-05-19,6.59,41710,4,Yes,4,4,E100276,Yes
E100835,Male,39,Married,Bengaluru,Marketing,Content Specialist,Bachelors,10.2,Full-time,2018-05-03,,7.49,56619,4,No,2,6,E100360,No
E100836,Male,30,Single,Kolkata,R&D,Product Analyst,Masters,4.2,Full-time,2015-08-09,,10.22,41122,4,No,4,7,E102335,No
E100837,Female,43,Married,Bengaluru,Sales,Sales Representative,Masters,16.1,Full-time,2025-04-21,,0.52,66625,3,No,1,7,,No
E100838,Female,32,Married,Mumbai,Marketing,Content Specialist,Bachelors,4.2,Full-time,2024-10-31,,0.99,36960,4,No,0,10,E100567,No
E100839,Female,34,Married,Bengaluru,R&D,Product Analyst,Bachelors,4.4,Contract,2012-08-12,,13.21,40951,3,No,1,7,E104134,No
E100840,Female,25,Single,Pune,Finance,Finance Manager,Bachelors,1.5,Full-time,2008-07-09,,17.3,36412,1,Yes,4,4,E104055,No
E100841,Male,21,Single,Kolkata,Operations,Operations Manager,High School,1.0,Full-time,2010-03-24,,15.6,30424,3,No,3,4,E100504,No
E100842,Male,29,Married,Hyderabad,IT,Senior Developer,Bachelors,7.0,Full-time,2009-04-27,2023-04-07,13.94,46242,2,No,1,7,E101099,Yes
E100843,Male,27,Single,Pune,Operations,Operations Executive,High School,7.0,Full-time,2013-10-13,,12.04,51622,3,No,3,6,E101445,No
E100844,Male,25,Single,Chennai,Customer Support,Support Agent,Bachelors,2.1,Full-time,2016-08-20,,9.19,32976,2,No,1,3,E102708,No
E100845,Male,26,Single,Ahmedabad,HR,HR Manager,Bachelors,1.7,Full-time,2008-06-01,,17.41,38704,3,No,1,2,E101065,No
E100846,Female,31,Single,Bengaluru,Marketing,Content Specialist,Masters,8.9,Full-time,2009-11-18,,15.94,51144,3,No,3,6,E103904,No
E100847,Male,33,Married,Kolkata,Finance,Financial Analyst,PhD,1.8,Full-time,2008-12-08,,16.89,38448,3,No,3,9,E101519,No
E100848,Female,37,Single,Bengaluru,Sales,Sales Manager,Bachelors,11.1,Full-time,2018-10-25,,7.01,51021,2,No,1,5,E100249,No
E100849,Male,37,Single,Chennai,Marketing,Content Specialist,Masters,17.0,Contract,2009-01-07,2012-10-20,3.78,70859,3,No,1,5,E101075,Yes
E100850,Male,27,Married,Hyderabad,HR,HR Manager,Masters,7.0,Full-time,2019-04-28,,6.5,47641,4,No,0,7,E100349,No
E100851,Female,28,Single,Ahmedabad,Operations,Logistics Coordinator,Bachelors,3.3,Contract,2015-03-19,2019-03-17,3.99,47636,3,No,2,5,E102642,Yes
E100852,Female,32,Married,Bengaluru,Finance,Accountant,Bachelors,9.5,Contract,2018-09-08,,7.14,49560,4,Yes,4,5,E102237,No
E100853,Female,28,Married,Ahmedabad,Sales,Sales Executive,Bachelors,4.1,Contract,2025-08-28,,0.17,38931,4,No,3,5,E104976,No
E100854,Male,39,Single,Delhi,HR,Recruiter,Masters,9.0,Full-time,2021-06-26,,4.34,47957,4,No,2,7,E103598,No
E100855,Male,28,Single,Mumbai,Operations,Operations Manager,Masters,6.0,Full-time,2012-04-29,,13.5,44314,4,No,1,3,E101445,No
E100856,Male,21,Single,Pune,R&D,Research Analyst,High School,1.0,Full-time,2022-01-08,,3.8,32145,3,No,3,5,E104748,No
E100857,Male,32,Single,Mumbai,Marketing,Content Specialist,PhD,7.4,Contract,2023-11-09,2025-09-19,1.86,49355,2,No,1,2,E104199,Yes
E100858,Male,29,Single,Hyderabad,Finance,Financial Analyst,Masters,2.1,Full-time,2020-05-17,,5.45,28034,2,No,1,3,E103224,No
E100859,Female,29,Single,Bengaluru,Finance,Finance Manager,Masters,5.4,Full-time,2009-06-16,,16.37,42380,2,Yes,1,7,E104002,No
E100860,Female,21,Single,Hyderabad,IT,Senior Developer,Masters,0.4,Contract,2023-07-17,2025-08-09,2.06,37101,4,No,2,4,E104760,Yes
E100861,Female,39,Married,Mumbai,Marketing,Content Specialist,Bachelors,17.3,Contract,2017-02-15,2020-05-12,3.24,68428,4,No,3,10,E100553,Yes
E100862,Male,44,Married,Mumbai,HR,Recruiter,Bachelors,22.6,Full-time,2014-03-26,,11.59,76913,3,No,1,6,E101065,No
E100863,Male,35,Divorced,Mumbai,Customer Support,Support Lead,Bachelors,7.8,Full-time,2023-06-19,,2.36,42979,3,No,0,6,E102865,No
E100864,Female,32,Married,Delhi,Customer Support,Support Agent,Bachelors,10.9,Full-time,2018-10-06,,7.06,47528,3,No,2,4,,No
E100865,Female,26,Single,Hyderabad,Customer Support,Support Agent,Bachelors,2.5,Full-time,2015-08-23,,10.18,36998,4,No,2,7,E100928,No
E100866,Male,33,Married,Ahmedabad,Sales,Sales Manager,Bachelors,3.2,Full-time,2020-12-25,,4.84,33720,4,No,0,8,E102676,No
E100867,Female,24,Married,Delhi,HR,HR Executive,MBA,1.3,Full-time,2017-11-29,,7.91,31282,4,Yes,2,5,E102718,No
E100868,Female,26,Single,Mumbai,Sales,Sales Manager,Bachelors,4.6,Full-time,2016-07-21,,9.27,38381,3,No,1,6,E102077,No
E100869,Female,31,Single,Mumbai,Customer Support,Support Agent,Bachelors,10.6,Full-time,2017-08-08,,8.22,49910,2,No,1,11,E101376,No
E100870,Female,26,Single,Pune,HR,HR Manager,Masters,2.3,Full-time,2008-04-10,,17.55,39504,2,Yes,0,13,E104884,No
E100871,Female,40,Single,Hyderabad,HR,Recruiter,Bachelors,11.4,Full-time,2021-12-04,,3.9,53711,2,No,1,2,,No
E100872,Male,33,Single,Hyderabad,R&D,Research Analyst,Masters,3.9,Full-time,2022-08-13,,3.21,40377,2,No,2,5,,No
